Gene,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,Comparison,Original_ID
PRPF4B,701.5241757994067,-0.47829480541977465,0.15578436359295467,-3.0702362829526333,0.0021388948381882386,0.011034664046375153,Sarcoidosis_vs_Control,PRPF4B
PRPF6,143.23643895857967,-0.5367949915499465,0.27396396601901907,-1.9593634861917617,0.05007023365437037,0.1255983994423406,Sarcoidosis_vs_Control,PRPF6
PRPF8,686.0025630425357,0.4571382570474957,0.14782668758104478,3.09239329195463,0.0019854960260015657,0.010460818078213223,Sarcoidosis_vs_Control,PRPF8
PRPH,0.09384682276240784,0.48773804833464224,5.954393187957517,0.08191230120998219,0.9347164523624722,,Sarcoidosis_vs_Control,PRPH
PRPH2,0.2779851130558694,-0.1534503188844872,4.722435991580238,-0.032493890686518145,0.9740781879845983,,Sarcoidosis_vs_Control,PRPH2
PRPS1,213.64886700814048,0.25139125296842585,0.25570551113292334,0.9831280204115161,0.32554443511480335,0.4813208483068735,Sarcoidosis_vs_Control,PRPS1
PRPS1L1,1.2204977849056253,1.7014828234297155,2.275094321833746,0.7478735308250012,0.45453644454285136,,Sarcoidosis_vs_Control,PRPS1L1
PRPS2,29.37490936543606,0.8030930799290505,0.4211046071652472,1.9071106472456754,0.056506260779669984,0.1373396738018539,Sarcoidosis_vs_Control,PRPS2
PRPSAP1,96.32232206876007,-0.41688495487570304,0.30194298905639677,-1.3806743987615406,0.16737909637246906,0.3023484141226485,Sarcoidosis_vs_Control,PRPSAP1
PRPSAP2,906.1448570290843,1.1095915970804604,0.3631085692612953,3.055812203324761,0.0022445179107690063,0.011443594479114971,Sarcoidosis_vs_Control,PRPSAP2
PRR11,149.62813435592835,1.0583815198786188,0.2945527825458865,3.5931811973758565,0.00032666525840084935,0.0023928601147493755,Sarcoidosis_vs_Control,PRR11
PRR12,115.28311053270734,-0.6985748481224663,0.4726050479758217,-1.47813666213359,0.13937120278902873,0.26574698261529667,Sarcoidosis_vs_Control,PRR12
PRR13,1456.432597589133,-1.2429837602857239,0.24489038770239238,-5.075673945178621,3.861249329027714e-07,7.974372618573594e-06,Sarcoidosis_vs_Control,PRR13
PRR14,315.33239440972056,-0.40204693619892656,0.20967604113598554,-1.9174672223908442,0.055178601258366315,0.13502368525554906,Sarcoidosis_vs_Control,PRR14
PRR14L,311.37970606176106,-0.09642085197482281,0.2410002804722285,-0.4000860571028829,0.6890931333476494,0.7955624141168058,Sarcoidosis_vs_Control,PRR14L
PRR15,0.0,,,,,,Sarcoidosis_vs_Control,PRR15
PRR15L,0.07898421128914049,0.48773804833464224,5.954393187957517,0.08191230120998219,0.9347164523624722,,Sarcoidosis_vs_Control,PRR15L
